sad_binary,sad_group,n,current_cigarette_users,current_cigarette_proportion,current_cigarette_percent
1,Sad/Hopeless: Yes,3854,1064,0.2760768033212247,27.60768033212247
0,Sad/Hopeless: No,9320,1508,0.16180257510729615,16.180257510729614
