method,comparison,n_yes,x_yes,p_yes,n_no,x_no,p_no,difference,ci_95,z_statistic,p_value,alpha,decision
Two-proportion z-test,p_yes - p_no,3854,1064,0.2761,9320,1508,0.1618,0.1143,"[0.0983, 0.1302]",15.0536,< 0.0001,0.05,Reject H0
